example_id,inbound_text,prior_turns_json,cluster,sentiment,turn_type,gold_intent,gold_escalate,gold_escalate_reason,reply_checklist,pred_intent,pred_confidence,draft_reply,pred_escalate,pred_escalate_reason
62,"[USER] after updating my iPhone 7 to iOS 11.0.3 and iCloud restore, all my photos are missing. “updating” has no progress. https://t.co/1sEAmtKxxb",[],2,negative,single_turn,account_icloud_store,True,High-risk intent: account security/data loss concern requires verified human intervention,Express professional empathy/apology for frustration; Never ask for passwords or full card numbers; direct to secure Apple ID portal or private DM. Never promise ungrounded facts or ETAs.,,,,,
63,[USER] [USER] I have an iPhone 6S and an iPhone 7+ and the 7+ is worst than the 6S.. Any suggestions or solutions?,[],2,negative,single_turn,connectivity_network_issue,False,Routine inquiry: standard troubleshooting or known self-service workaround available,Express professional empathy/apology for frustration; Advise toggle Airplane Mode / restart; ask for carrier and device model; direct to DM. Never promise ungrounded facts or ETAs.,,,,,
64,My iPhone 8plus seems to drop it’s Wi-fi connection every time I lock my screen.. 😡 [USER],[],2,negative,single_turn,connectivity_network_issue,False,Routine inquiry: standard troubleshooting or known self-service workaround available,Express professional empathy/apology for frustration; Advise toggle Airplane Mode / restart; ask for carrier and device model; direct to DM. Never promise ungrounded facts or ETAs.,,,,,
65,.[USER] My iPhone 6 plus automatically updated last night and now several apps don't work. What gives???,[],2,neutral,single_turn,software_update_ios,True,High-risk intent: OS update defect/regression requires support ticket,Clarify current iOS version; confirm backup status before updating; link to update knowledgebase article. Never promise ungrounded facts or ETAs.,,,,,
66,"[USER] fix your iPhone 7+ headphone jack, snap crackling and popping is for cereal, not my headphones",[],2,neutral,single_turn,media_audio_services,False,Routine inquiry: standard troubleshooting or known self-service workaround available,Guide through force-closing music app and checking audio settings; ask for headset/device model. Never promise ungrounded facts or ETAs.,,,,,
67,"Had my iphone back for 3 hours, and my MacBook Pro just quit mid update and won’t turn back on. 👀👀👀 [USER]",[],2,neutral,single_turn,macos_hardware_support,True,High-risk intent: Mac hardware/system failure requires hardware specialist,Request Mac model and macOS release; suggest NVRAM/SMC reset or Safe Mode boot; offer Genius Bar option. Never promise ungrounded facts or ETAs.,,,,,
68,"[USER] I restored my iPhone 5s back to factory settings, set it up again and restored my apps, but it is still restarting sometimes!",[],2,positive,single_turn,device_os_glitch,True,High-risk intent: device OS freezing/instability requires technical tier-2 escalation,Acknowledge severe glitch; recommend force restart steps; ask for exact iOS version; direct to DM. Never promise ungrounded facts or ETAs.,,,,,
69,"It’s just my luck that each time Ive gotten a new iPhone from the apple store the phone has some subtle faults

[USER] really needs to make sure their phones are all fault free because it’s so tedious and time consuming to having to go back and sort the issue out ...",[],2,positive,single_turn,app_compatibility_settings,False,Routine inquiry: standard troubleshooting or known self-service workaround available,Advise checking App Store for app updates; recommend reinstalling app if issue persists. Never promise ungrounded facts or ETAs.,,,,,
70,"Since installing 11.0.3, Iphone 6s mic &amp; speaker doesn't work for voice calls and Siri :( Internet calls are ok though. Help [USER]",[],2,positive,single_turn,software_update_ios,True,High-risk intent: OS update defect/regression requires support ticket,Clarify current iOS version; confirm backup status before updating; link to update knowledgebase article. Never promise ungrounded facts or ETAs.,,,,,
71,[USER] fix this shit!!,"[{""role"": ""user"", ""text"": ""I\ufe0f I\ufe0f I\ufe0f I\ufe0f I\ufe0f I\ufe0f""}]",3,negative,multi_turn,conversation_followup_status,False,Routine inquiry: standard troubleshooting or known self-service workaround available,Express professional empathy/apology for frustration; Acknowledge status warmly; confirm if further assistance is needed; sign off courteously. Never promise ungrounded facts or ETAs.,,,,,
72,[USER] Unsuccessful,"[{""role"": ""user"", ""text"": ""[USER] Since update microphone is not working while on call. If the speaker is ON, its fine. Help please""}, {""role"": ""assistant"", ""text"": ""[USER] We\u2019re happy to help. To verify, have you had the chance to take the steps from this article so far? https://t.co/rDJwu6CX24""}]",3,negative,multi_turn,conversation_followup_status,False,Routine inquiry: standard troubleshooting or known self-service workaround available,Express professional empathy/apology for frustration; Acknowledge status warmly; confirm if further assistance is needed; sign off courteously. Never promise ungrounded facts or ETAs.,,,,,
73,So dumb [USER] [USER] fix this stupid thing,"[{""role"": ""user"", ""text"": ""I\ufe0f I\ufe0f I\ufe0f I\ufe0f I\ufe0f I\ufe0f I\ufe0f I\ufe0f I\ufe0f""}]",3,negative,multi_turn,conversation_followup_status,False,Routine inquiry: standard troubleshooting or known self-service workaround available,Express professional empathy/apology for frustration; Acknowledge status warmly; confirm if further assistance is needed; sign off courteously. Never promise ungrounded facts or ETAs.,,,,,
74,[USER] explain yourself,"[{""role"": ""user"", ""text"": ""My only wish in life is for the letter \u201cI\ufe0f\u201d to be fixed on iPhones everywhere""}]",3,neutral,multi_turn,conversation_followup_status,False,Routine inquiry: standard troubleshooting or known self-service workaround available,Acknowledge status warmly; confirm if further assistance is needed; sign off courteously. Never promise ungrounded facts or ETAs.,,,,,
75,[USER] [USER] [USER] Actually same,"[{""role"": ""user"", ""text"": ""ios11 is not my friend. my phone keeps freezing. [USER] [USER]""}]",3,neutral,multi_turn,conversation_followup_status,False,Routine inquiry: standard troubleshooting or known self-service workaround available,Acknowledge status warmly; confirm if further assistance is needed; sign off courteously. Never promise ungrounded facts or ETAs.,,,,,
76,[USER] oh there it is again,"[{""role"": ""user"", ""text"": ""[USER] why tf is my phone showing \u201ci\ufe0f\u201d as this https://t.co/3nkgrxOt6d""}, {""role"": ""user"", ""text"": ""[USER] oh i\ufe0f mean even in this tweet it\u2019s messed up""}]",3,neutral,multi_turn,conversation_followup_status,False,Routine inquiry: standard troubleshooting or known self-service workaround available,Acknowledge status warmly; confirm if further assistance is needed; sign off courteously. Never promise ungrounded facts or ETAs.,,,,,
77,"[USER] Yes, already updated!","[{""role"": ""user"", ""text"": ""The [USER] app in iOS 11 is consuming too much battery. Just 10 mins of music reduces battery by 10%. Pls check this. [USER] [USER]""}, {""role"": ""assistant"", ""text"": ""[USER] Thank you for reaching out to us. We know how important it is to have this resolved as quickly as possible. To start, have you updated your device to 11.1.1? You can update your device by following these steps: https://t.co/80YRnjDFDk""}]",3,positive,multi_turn,software_update_ios,True,High-risk intent: OS update defect/regression requires support ticket,Clarify current iOS version; confirm backup status before updating; link to update knowledgebase article. Never promise ungrounded facts or ETAs.,,,,,
78,[USER] [USER] The same happened to me lol,"[{""role"": ""user"", ""text"": ""[USER] got ios 11.0.3 and now my alarm won\u2019t go off when the phone is on silent??""}]",3,positive,multi_turn,app_compatibility_settings,False,Routine inquiry: standard troubleshooting or known self-service workaround available,Advise checking App Store for app updates; recommend reinstalling app if issue persists. Never promise ungrounded facts or ETAs.,,,,,
79,[USER] Thank you. All done,"[{""role"": ""user"", ""text"": ""[USER] received a scam email but didn\u2019t click the link - what do I need to do now?""}, {""role"": ""user"", ""text"": ""[USER] Thank you. What\u2019s complete header info? What do I need to include in that?""}, {""role"": ""assistant"", ""text"": ""[USER] When you follow the steps to forward the email, the header info will be included.""}]",3,positive,multi_turn,conversation_followup_status,True,Thread length: 3+ prior unresolved conversation turns,Acknowledge status warmly; confirm if further assistance is needed; sign off courteously. Never promise ungrounded facts or ETAs.,,,,,
80,Oh so my i still broke. Ok [USER],[],3,negative,single_turn,conversation_followup_status,False,Routine inquiry: standard troubleshooting or known self-service workaround available,Express professional empathy/apology for frustration; Acknowledge status warmly; confirm if further assistance is needed; sign off courteously. Never promise ungrounded facts or ETAs.,,,,,
81,[USER] [USER] I’m having trouble verifying my [USER]  Card is there any other way to do it beside call the bank?,[],3,negative,single_turn,conversation_followup_status,False,Routine inquiry: standard troubleshooting or known self-service workaround available,Express professional empathy/apology for frustration; Acknowledge status warmly; confirm if further assistance is needed; sign off courteously. Never promise ungrounded facts or ETAs.,,,,,
82,[USER] i'm still waiting for my refund ☹️😒,[],3,negative,single_turn,conversation_followup_status,False,Routine inquiry: standard troubleshooting or known self-service workaround available,Express professional empathy/apology for frustration; Acknowledge status warmly; confirm if further assistance is needed; sign off courteously. Never promise ungrounded facts or ETAs.,,,,,
83,[USER] https://t.co/E70UNk9TdZ,[],3,neutral,single_turn,conversation_followup_status,False,Routine inquiry: standard troubleshooting or known self-service workaround available,Acknowledge status warmly; confirm if further assistance is needed; sign off courteously. Never promise ungrounded facts or ETAs.,,,,,
84,[USER] 2/2 is Friday? https://t.co/KMCxPEYxaq,[],3,neutral,single_turn,conversation_followup_status,False,Routine inquiry: standard troubleshooting or known self-service workaround available,Acknowledge status warmly; confirm if further assistance is needed; sign off courteously. Never promise ungrounded facts or ETAs.,,,,,
85,[USER] [USER] how have you all not fixed this text glitch yet,[],3,neutral,single_turn,keyboard_text_glitch,False,Routine inquiry: standard troubleshooting or known self-service workaround available,Direct customer to Text Replacement workaround in Settings or latest iOS patch; do not blame customer. Never promise ungrounded facts or ETAs.,,,,,
86,[USER] i need y’all to get it together and fix this bs and act like y’all see people complaining about it. I️I️,[],3,positive,single_turn,keyboard_text_glitch,False,Routine inquiry: standard troubleshooting or known self-service workaround available,Direct customer to Text Replacement workaround in Settings or latest iOS patch; do not blame customer. Never promise ungrounded facts or ETAs.,,,,,
87,[USER] help ?? https://t.co/IIZ9Yjo37L,[],3,positive,single_turn,conversation_followup_status,False,Routine inquiry: standard troubleshooting or known self-service workaround available,Acknowledge status warmly; confirm if further assistance is needed; sign off courteously. Never promise ungrounded facts or ETAs.,,,,,
88,[USER] is there any one to help me out,[],3,positive,single_turn,conversation_followup_status,False,Routine inquiry: standard troubleshooting or known self-service workaround available,Acknowledge status warmly; confirm if further assistance is needed; sign off courteously. Never promise ungrounded facts or ETAs.,,,,,
89,[USER] [USER] Or the issue of my phone running slow as molasses making it take 3 mins to send an “ok” text or it being hot as FIRE all damn day long.,"[{""role"": ""user"", ""text"": ""I don\u2019t see the fix for \u201csucking the life out of my battery with these updates\u201d issue... [USER] https://t.co/Wtz3xPevpW""}]",4,negative,multi_turn,device_os_glitch,True,High-risk intent: device OS freezing/instability requires technical tier-2 escalation,Express professional empathy/apology for frustration; Acknowledge severe glitch; recommend force restart steps; ask for exact iOS version; direct to DM. Never promise ungrounded facts or ETAs.,,,,,
90,[USER] [USER] Problem in the IphoneX https://t.co/BweOCxCWBL,"[{""role"": ""user"", ""text"": ""Say hello to the future. iPhone X available now.""}]",4,negative,multi_turn,device_os_glitch,True,High-risk intent: device OS freezing/instability requires technical tier-2 escalation,Express professional empathy/apology for frustration; Acknowledge severe glitch; recommend force restart steps; ask for exact iOS version; direct to DM. Never promise ungrounded facts or ETAs.,,,,,
91,[USER] [USER] My phone won’t stop locking up or turning itself off since the stupid update. And my camera refuses to work half the time lately. I’ve had it since May 😡,"[{""role"": ""user"", ""text"": ""Hey [USER] my phone is dropping calls and I\u2019ve only had it one year.  Soooooo this needs to be fixed like now.""}]",4,negative,multi_turn,software_update_ios,True,High-risk intent: OS update defect/regression requires support ticket,Express professional empathy/apology for frustration; Clarify current iOS version; confirm backup status before updating; link to update knowledgebase article. Never promise ungrounded facts or ETAs.,,,,,
92,"[USER] I’ve restarted and made my phone is updated to the latest version, still nothing.","[{""role"": ""user"", ""text"": ""So u fixed one problem with the \""I\"" NOOOOWWWWW i cant delete app?! [USER]. CAN YOU FIX THIS PLEASE? \ud83d\ude21""}, {""role"": ""assistant"", ""text"": ""[USER] Let's look into that. Could you tell us a bit more about the issue you're experiencing? What app are you attempting to delete?""}, {""role"": ""user"", ""text"": ""[USER] When I long press on my app I don\u2019t get the selection to delete them, the apps \u201cshake\u201d but no red lines pop up to delete any of the apps https://t.co/y8GfOaSJeJ""}, {""role"": ""assistant"", ""text"": ""[USER] We'd be happy to see what's causing you to be unable to delete those apps. Let's start by restarting the iPhone and see if that helps at all.""}]",4,neutral,multi_turn,software_update_ios,True,Thread length: 3+ prior unresolved conversation turns,Clarify current iOS version; confirm backup status before updating; link to update knowledgebase article. Never promise ungrounded facts or ETAs.,,,,,
93,[USER] [USER] I’ve had my iPhone 8 Plus for about a week and already having issues with my apps 🙃🙃,"[{""role"": ""user"", ""text"": ""Day 3 with my new iPhone X and it won't turn on anymore.. that seems about right eh [USER]?""}]",4,neutral,multi_turn,app_compatibility_settings,False,Routine inquiry: standard troubleshooting or known self-service workaround available,Advise checking App Store for app updates; recommend reinstalling app if issue persists. Never promise ungrounded facts or ETAs.,,,,,
94,[USER] iPhone 7,"[{""role"": ""user"", ""text"": ""[USER] my Apple Music keeps glitching. It says I don\u2019t have a song and when I try to add it it goes back to not having it added. Also 6lacks clean album says it was released in 2106""}, {""role"": ""assistant"", ""text"": ""[USER] We can help with Apple Music. What device are you currently using?""}]",4,neutral,multi_turn,device_os_glitch,True,High-risk intent: device OS freezing/instability requires technical tier-2 escalation,Acknowledge severe glitch; recommend force restart steps; ask for exact iOS version; direct to DM. Never promise ungrounded facts or ETAs.,,,,,
95,[USER] could you point out which phone number specifically?,"[{""role"": ""user"", ""text"": ""[USER] is it possible to walk in to an Apple store on 11/03 and enroll in the iPhone upgrade plan as a T-mobile customer on the spot?""}, {""role"": ""assistant"", ""text"": ""[USER] For best assistance with our iPhone Upgrade Program please reach out to our Advisors here: https://t.co/8yjRd1Xo0i""}]",4,positive,multi_turn,device_os_glitch,True,High-risk intent: device OS freezing/instability requires technical tier-2 escalation,Acknowledge severe glitch; recommend force restart steps; ask for exact iOS version; direct to DM. Never promise ungrounded facts or ETAs.,,,,,
96,[USER] [USER] I have never had to hard reset a phone more times than this ever. It took 5 tries just to get twitter to open without freezing the phone,"[{""role"": ""user"", ""text"": ""[USER] [USER] yall gotta do something about 11.0.3. Its making my phone almost useless because it keeps freezing EVERYTHING""}, {""role"": ""user"", ""text"": ""[USER] [USER] I cant control my music from the lock screen half the time. Volume doesnt seem to work sometimes. Entire OS freezes up just opening apps""}]",4,positive,multi_turn,device_os_glitch,True,High-risk intent: device OS freezing/instability requires technical tier-2 escalation,Acknowledge severe glitch; recommend force restart steps; ask for exact iOS version; direct to DM. Never promise ungrounded facts or ETAs.,,,,,
97,[USER] I phone 7+ 😅,"[{""role"": ""assistant"", ""text"": ""[USER] We can check into what's going on. Can you tell us what you're experiencing?""}, {""role"": ""user"", ""text"": ""[USER] I gotta start from the top and I can\u2019t fix words in the middle of anything.""}, {""role"": ""assistant"", ""text"": ""[USER] Just to confirm, when you're using Notes, you're unable to tap on the display and start at any point, is that correct?""}, {""role"": ""user"", ""text"": ""[USER] Yeah that\u2019s correct""}]",4,positive,multi_turn,device_os_glitch,True,Thread length: 3+ prior unresolved conversation turns,Acknowledge severe glitch; recommend force restart steps; ask for exact iOS version; direct to DM. Never promise ungrounded facts or ETAs.,,,,,
98,[USER] your new update is playing havoc on my phone. Not happy jan.,[],4,negative,single_turn,software_update_ios,True,High-risk intent: OS update defect/regression requires support ticket,Express professional empathy/apology for frustration; Clarify current iOS version; confirm backup status before updating; link to update knowledgebase article. Never promise ungrounded facts or ETAs.,,,,,
99,[USER] this update is terrible you ruined my phone,[],4,negative,single_turn,software_update_ios,True,High-risk intent: OS update defect/regression requires support ticket,Express professional empathy/apology for frustration; Clarify current iOS version; confirm backup status before updating; link to update knowledgebase article. Never promise ungrounded facts or ETAs.,,,,,
100,[USER] and [USER] y’all sold me some jank ass iPhone 8’s 🤦🏾‍♀️ how the phone go completely black and now not working SMH,[],4,negative,single_turn,device_os_glitch,True,High-risk intent: device OS freezing/instability requires technical tier-2 escalation,Express professional empathy/apology for frustration; Acknowledge severe glitch; recommend force restart steps; ask for exact iOS version; direct to DM. Never promise ungrounded facts or ETAs.,,,,,
101,[USER] my purchased text tones don’t work anymore 🤔,[],4,neutral,single_turn,account_icloud_store,True,High-risk intent: account security/data loss concern requires verified human intervention,Never ask for passwords or full card numbers; direct to secure Apple ID portal or private DM. Never promise ungrounded facts or ETAs.,,,,,
102,Every time I try to update my phone this happens. What can I do to fix it [USER] https://t.co/oZKJJO3wwV,[],4,neutral,single_turn,software_update_ios,True,High-risk intent: OS update defect/regression requires support ticket,Clarify current iOS version; confirm backup status before updating; link to update knowledgebase article. Never promise ungrounded facts or ETAs.,,,,,
103,S/O to [USER] for the iOS update that scrambled my cell service. 👏🏽👏🏽👏🏽,[],4,neutral,single_turn,software_update_ios,True,High-risk intent: OS update defect/regression requires support ticket,Clarify current iOS version; confirm backup status before updating; link to update knowledgebase article. Never promise ungrounded facts or ETAs.,,,,,
104,[USER] always messes up older version phones whenever the new one comes with their “updates” 😂,[],4,positive,single_turn,software_update_ios,True,High-risk intent: OS update defect/regression requires support ticket,Clarify current iOS version; confirm backup status before updating; link to update knowledgebase article. Never promise ungrounded facts or ETAs.,,,,,
105,[USER] hey my phones not calling people and I’d call you guys for help but I can’t. Can you help?,[],4,positive,single_turn,device_os_glitch,True,High-risk intent: device OS freezing/instability requires technical tier-2 escalation,Acknowledge severe glitch; recommend force restart steps; ask for exact iOS version; direct to DM. Never promise ungrounded facts or ETAs.,,,,,
106,[USER] please fix the glitch where my phone screen flips when I open a folder,[],4,positive,single_turn,device_os_glitch,True,High-risk intent: device OS freezing/instability requires technical tier-2 escalation,Acknowledge severe glitch; recommend force restart steps; ask for exact iOS version; direct to DM. Never promise ungrounded facts or ETAs.,,,,,
107,[USER] No but apps are crashing when airplaying audio to AppleTV (WiFi) or my car stereo (Bluetooth).,"[{""role"": ""assistant"", ""text"": ""Seeing an i\ufe0f whenever you type \u201ci\"" in iOS 11.1? \n\nFix it by installing the latest software update.\nhttps://t.co/NX7ObPTLvY""}]",5,negative,multi_turn,media_audio_services,False,Routine inquiry: standard troubleshooting or known self-service workaround available,Express professional empathy/apology for frustration; Guide through force-closing music app and checking audio settings; ask for headset/device model. Never promise ungrounded facts or ETAs.,,,,,
108,"I wonder if anyone at [USER] will reach out to me about this. I wonder if what I said even matters. Ugh, no headphones before solo traveling abroad is no bueno.","[{""role"": ""user"", ""text"": ""So now, I am definitely very much not happy at all. On top of that, I go to https://t.co/cYqvopJ9RM and can\u2019t even provide feedback unless it is product specific... and there isn\u2019t even an option for beats by Dre!""}, {""role"": ""user"", ""text"": ""[USER] , I hope you see this and respond, because I am INCREDIBLY discontent by this entire experience, and I hope that I will finally be able to hear back from someone. Not to mention my headphones are broken and I leave for my out of country trip on 11/24!""}, {""role"": ""user"", ""text"": ""So here I am, [USER], still with broken headphones that aren\u2019t in my possession, disgruntled from the runaround I was given to provide Apple feedback, and being told to pay for repairs that I was guaranteed would be covered under warranty.""}, {""role"": ""user"", ""text"": ""Also, can someone please tell that rep who spoke to me at the Apple Store to \u201cjust make an appointment\u201d that he should be more polite and respectful when speaking to customers?""}]",5,negative,multi_turn,media_audio_services,True,Thread length: 3+ prior unresolved conversation turns,Express professional empathy/apology for frustration; Guide through force-closing music app and checking audio settings; ask for headset/device model. Never promise ungrounded facts or ETAs.,,,,,
109,"[USER] I’m telling that if I open the music folder, the files show as they have no album art on it.while they have! https://t.co/k9uGvC9nHB","[{""role"": ""user"", ""text"": ""hey [USER], after #highsierra I don't have album art in finder anymore. any solution?""}]",5,negative,multi_turn,media_audio_services,False,Routine inquiry: standard troubleshooting or known self-service workaround available,Express professional empathy/apology for frustration; Guide through force-closing music app and checking audio settings; ask for headset/device model. Never promise ungrounded facts or ETAs.,,,,,
110,"[USER] I’m trying to talk on the phone, listen to podcasts, and/or music. Volume keeps going down.","[{""role"": ""user"", ""text"": ""[USER] [USER] my podcast volume goes down without me touching a thing...LOTS of issues since the upgrade.  Any thoughts on when you'll get things ironed out?""}, {""role"": ""assistant"", ""text"": ""[USER] Thanks for reaching out to us. We're here to help with the Podcast App. Do you experiencing the volume issue in other apps?""}]",5,neutral,multi_turn,media_audio_services,False,Routine inquiry: standard troubleshooting or known self-service workaround available,Guide through force-closing music app and checking audio settings; ask for headset/device model. Never promise ungrounded facts or ETAs.,,,,,
111,[USER] I Tried Another Wifi Network And It Didn't Work. I Also Do Not Have ITunes Downloaded To A Computer.,"[{""role"": ""user"", ""text"": ""Trying To Update My IPhone And This Keeps Popping Up Even Though I Am Connected To The Internet! Helppppp. [USER] [USER] https://t.co/iJy2qWTXHD""}, {""role"": ""assistant"", ""text"": ""[USER] The connection may be disconnecting during the process. Are you able to try on another Wi-Fi network, or do you have iTunes downloaded to a computer?""}]",5,neutral,multi_turn,media_audio_services,False,Routine inquiry: standard troubleshooting or known self-service workaround available,Guide through force-closing music app and checking audio settings; ask for headset/device model. Never promise ungrounded facts or ETAs.,,,,,
112,"[USER] it’s mostly (or all) music that I’ve manually loaded over the years, live recordings or ripped from CDs I’ve purchased.","[{""role"": ""user"", ""text"": ""Where the fuck did all my music go #iPhone8 [USER]""}, {""role"": ""assistant"", ""text"": ""[USER] Hello Julie, let's work together to find your missing music. Are you an Apple Music subscriber or is it purchased music?""}]",5,neutral,multi_turn,media_audio_services,False,Routine inquiry: standard troubleshooting or known self-service workaround available,Guide through force-closing music app and checking audio settings; ask for headset/device model. Never promise ungrounded facts or ETAs.,,,,,
113,[USER] Repeatedly pausing and playing anything that i listen or watch,"[{""role"": ""user"", ""text"": ""[USER] why is my iPhone buggin tf out \ud83d\ude10\ud83d\ude12""}, {""role"": ""assistant"", ""text"": ""[USER] Let\u2019s work together to get everything working as expected again. To start, can you tell us a bit about what is happening?""}]",5,positive,multi_turn,media_audio_services,False,Routine inquiry: standard troubleshooting or known self-service workaround available,Guide through force-closing music app and checking audio settings; ask for headset/device model. Never promise ungrounded facts or ETAs.,,,,,
114,[USER] It works fine with my car Bluetooth. But with my portable speaker and other portable speakers it does not,"[{""role"": ""user"", ""text"": ""[USER] my iPhone 8plus keeps disconnecting from my Bluetooth speaker""}, {""role"": ""assistant"", ""text"": ""[USER] We'd like to help with this Bluetooth issue. Are there any other Bluetooth devices you use? If so, does the same happen?""}]",5,positive,multi_turn,connectivity_network_issue,False,Routine inquiry: standard troubleshooting or known self-service workaround available,Advise toggle Airplane Mode / restart; ask for carrier and device model; direct to DM. Never promise ungrounded facts or ETAs.,,,,,
115,"[USER] [USER] I've already: unpaired, reset, tried audio recording, tried different phone. Reception on phone is good and without airpods, clean audio.","[{""role"": ""user"", ""text"": ""[USER] Got a serious issue with my [USER] #AirPods. Ie, when  on a call, audio crackles and drops.""}]",5,positive,multi_turn,media_audio_services,False,Routine inquiry: standard troubleshooting or known self-service workaround available,Guide through force-closing music app and checking audio settings; ask for headset/device model. Never promise ungrounded facts or ETAs.,,,,,
116,"[USER] got these brand new headphones, and they didn’t even work right out of the box. where’s the quality control? Smh https://t.co/HWtN2vkaTV",[],5,negative,single_turn,media_audio_services,False,Routine inquiry: standard troubleshooting or known self-service workaround available,Express professional empathy/apology for frustration; Guide through force-closing music app and checking audio settings; ask for headset/device model. Never promise ungrounded facts or ETAs.,,,,,
117,[USER] guys been having problems with registering my iTunes,[],5,negative,single_turn,media_audio_services,False,Routine inquiry: standard troubleshooting or known self-service workaround available,Express professional empathy/apology for frustration; Guide through force-closing music app and checking audio settings; ask for headset/device model. Never promise ungrounded facts or ETAs.,,,,,
118,[USER] [USER] say cuzz how I get my Apple Music on this iPhone X? Cause my old shit ain’t coming up no more and ya boy bought a couple albums cant let y’all jug like that feel me?,[],5,negative,single_turn,media_audio_services,False,Routine inquiry: standard troubleshooting or known self-service workaround available,Express professional empathy/apology for frustration; Guide through force-closing music app and checking audio settings; ask for headset/device model. Never promise ungrounded facts or ETAs.,,,,,
119,[USER] how do I access the podcast analytics? Is that available yet?,[],5,neutral,single_turn,non_english_inquiry,True,Routing: non-English language query requires localized human support agent,Acknowledge in language if possible; offer English or route to regional support channel. Never promise ungrounded facts or ETAs.,,,,,
120,[USER] why does my apple music not work since i have updated?? what’s the point of paying for something that doesn’t work?!?,[],5,neutral,single_turn,media_audio_services,False,Routine inquiry: standard troubleshooting or known self-service workaround available,Guide through force-closing music app and checking audio settings; ask for headset/device model. Never promise ungrounded facts or ETAs.,,,,,
121,[USER] my left EarPods suddenly shut down ?! Why is that ?,[],5,neutral,single_turn,media_audio_services,False,Routine inquiry: standard troubleshooting or known self-service workaround available,Guide through force-closing music app and checking audio settings; ask for headset/device model. Never promise ungrounded facts or ETAs.,,,,,
122,[USER] How do i Setup iTunes default playlist to shuffle all songs? when i hit play on my keyboard it only play the downloaded ones,[],5,positive,single_turn,media_audio_services,False,Routine inquiry: standard troubleshooting or known self-service workaround available,Guide through force-closing music app and checking audio settings; ask for headset/device model. Never promise ungrounded facts or ETAs.,,,,,
123,gotta love it when apple music just stops and you have to remake a new account with a new card.. i swear if i get charged 2 times smh [USER],[],5,positive,single_turn,battery_power_drain,True,High-risk intent: severe battery drain or power hardware risk requires diagnostic review,Suggest checking Settings > Battery usage breakdown; avoid promising free hardware replacement. Never promise ungrounded facts or ETAs.,,,,,
124,"Hey [USER] I install the 2 new updates on my IPhone and now I can’t play songs in my [USER], what gives?!? Help please",[],5,positive,single_turn,media_audio_services,False,Routine inquiry: standard troubleshooting or known self-service workaround available,Guide through force-closing music app and checking audio settings; ask for headset/device model. Never promise ungrounded facts or ETAs.,,,,,
125,[USER] The issue started when iOS 11 installed. The very update that drag and drop began? It’s currently version 2.,"[{""role"": ""user"", ""text"": ""[USER] how do I turn off drag and drop on my iPhone. I can\u2019t scroll through anything without lifting every picture or link""}, {""role"": ""user"", ""text"": ""[USER] I\u2019m using tumblr when it happens most often, but I don\u2019t want to be dragging and dropping. And idk, my phone screen?""}, {""role"": ""assistant"", ""text"": ""[USER] Thanks for letting us know. When did the issue start? What is the current software version installed on your iPhone?""}]",6,negative,multi_turn,software_update_ios,True,Thread length: 3+ prior unresolved conversation turns,Express professional empathy/apology for frustration; Clarify current iOS version; confirm backup status before updating; link to update knowledgebase article. Never promise ungrounded facts or ETAs.,,,,,
126,"[USER] IOS11.1.2
I don’t have disconnects but the speed is constant worse than the speed on my IPhone 6 and IPad Air 2 on the same position. Same problem with cellular.","[{""role"": ""user"", ""text"": ""[USER] why do I have on my new IPhone 8 Plus such a bad WLAN and Cellular Connection? Full bars 10mbits/ sec. iPad Air 2 same position 90mbits/sec [USER]""}, {""role"": ""assistant"", ""text"": ""[USER] We\u2019d love to assist with the Wi-Fi connection on your iPhone 8 Plus. To begin, which iOS version is installed on it? Also, what exactly is happening with the connection (e.g. frequent disconnects, doesn\u2019t connect despite showing as connected, etc.)?""}]",6,negative,multi_turn,connectivity_network_issue,False,Routine inquiry: standard troubleshooting or known self-service workaround available,Express professional empathy/apology for frustration; Advise toggle Airplane Mode / restart; ask for carrier and device model; direct to DM. Never promise ungrounded facts or ETAs.,,,,,
127,[USER] Nope i just update the ios just as it shows rest i dont play with settings much.,"[{""role"": ""user"", ""text"": ""[USER] 11.1.2""}, {""role"": ""assistant"", ""text"": ""[USER] Thanks. Next, can you please tell us when you first encountered this issue?""}, {""role"": ""user"", ""text"": ""[USER] Its been a week...its really frustrating""}, {""role"": ""assistant"", ""text"": ""[USER] Got it. Next, can you tell us if you have made any recent changes to the settings on your device that might have brought about this behavior that you are experiencing?""}]",6,negative,multi_turn,software_update_ios,True,Thread length: 3+ prior unresolved conversation turns,Express professional empathy/apology for frustration; Clarify current iOS version; confirm backup status before updating; link to update knowledgebase article. Never promise ungrounded facts or ETAs.,,,,,
128,[USER] iOS 11.0.3,"[{""role"": ""user"", ""text"": ""[USER] [USER] what is happening with my iPad?????? https://t.co/ny924Ed8fg""}, {""role"": ""assistant"", ""text"": ""[USER] We're happy to assist. Which iOS version are you currently running? Go to Settings &gt; General &gt; About for the version.""}]",6,neutral,multi_turn,software_update_ios,True,High-risk intent: OS update defect/regression requires support ticket,Clarify current iOS version; confirm backup status before updating; link to update knowledgebase article. Never promise ungrounded facts or ETAs.,,,,,
